web-scraper-order,web-scraper-start-url,laptop_link,laptop_link-href,etat,marque,couleur,processeur ,RAM,stockage,prix
1737993357-1,https://www.expat-dakar.com/ordinateurs?page=100,"Lenevo Thinkpad T14 Gen4 i7/32/512 13Th Gen
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        14. déc. '24, 12:04
                                    
                    650 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/lenevo-thinkpad-t14-gen4-i732512-13th-gen-6234985,Neuf,Lenovo,Noire,Corei7,16.0,512.0,650 000 F Cfa
1737993360-2,https://www.expat-dakar.com/ordinateurs?page=100,"MacBook Pro Touchbar Corei7 512/16
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        14. déc. '24, 12:16
                                    
                    400 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/macbook-pro-touchbar-corei7-51216-6234991,Neuf,Apple,Gris,Corei7,16.0,512.0,400 000 F Cfa
1737993362-3,https://www.expat-dakar.com/ordinateurs?page=100,"Lenovo L470 i5 7th ram 8
                                VenantLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        14. déc. '24, 16:55
                                    
                                            Vendeur vérifié
                                        
                    145 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096",https://www.expat-dakar.com/annonce/lenovo-l470-i5-7th-ram-8-4097258,Venant,Lenovo,Gris,i5 7th,8.0,500.0,145 000 F Cfa
1737993365-4,https://www.expat-dakar.com/ordinateurs?page=100,"MacBook Pro 2015
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        14. déc. '24, 15:15
                                    
                                            Vendeur vérifié
                                        
                    170 000 F Cfa
                        
                        775723147
                    
                        775723147",https://www.expat-dakar.com/annonce/macbook-pro-2015-6235097,Venant,Apple,Gris,i5,16.0,512.0,170 000 F Cfa
1737993367-5,https://www.expat-dakar.com/ordinateurs?page=100,"Lenovo Thinkpad X1 Carbon Gen11 i7/1To/32 13Th Gen
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        14. déc. '24, 17:34
                                    
                    750 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/lenovo-thinkpad-x1-carbon-gen11-i71to32-13th-gen-6235148,Neuf,Lenovo,Noire,Corei7,32.0,1024.0,750 000 F Cfa
1737993370-6,https://www.expat-dakar.com/ordinateurs?page=100,"Acer nitro 5 Gtx 1650 4Go DDR6
                                VenantAcer
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        14. déc. '24, 23:18
                                    
                    350 000 F Cfa
                        
                        774608787",https://www.expat-dakar.com/annonce/acer-nitro-5-gtx-1650-4go-ddr6-6235252,Venant,Acer,Gris,Core i5 10e génération,24.0,512.0,350 000 F Cfa
1737993372-7,https://www.expat-dakar.com/ordinateurs?page=100,"Écran HP 24 Pouces 524sh Series 5 - 23.8"" FHD
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        15. déc. '24, 00:34
                                    
                    130 000 F Cfa
                        
                        781169494
                    
                        769313904",https://www.expat-dakar.com/annonce/ecran-hp-24-pouces-524sh-series-5-238-fhd-6175400,Neuf,HP,Gris,i5,16.0,512.0,130 000 F Cfa
1737993375-8,https://www.expat-dakar.com/ordinateurs?page=100,"Macbook Pro 13"" M2 2022 512/16
                                VenantApple
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        15. déc. '24, 08:46
                                    
                    635 000 F Cfa
                        
                        779320003",https://www.expat-dakar.com/annonce/macbook-pro-13-m2-2022-51216-6235276,Venant,Apple,Gris,i5,16.0,512.0,635 000 F Cfa
1737993377-9,https://www.expat-dakar.com/ordinateurs?page=100,"DELL7480
                                RéconditionnéDell
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        15. déc. '24, 08:49
                                    
                    140 000 F Cfa
                        
                        765644956",https://www.expat-dakar.com/annonce/dell7480-6235214,Réconditionné,Dell,Noir,Core i5,8.0,512.0,140 000 F Cfa
1737993382-10,https://www.expat-dakar.com/ordinateurs?page=99,"MacBook Air M1
                                NeufApple
                                                                                    Zone de captage,
                                                                                Dakar
                                    
                                        15. déc. '24, 10:04
                                    
                    450 000 F Cfa
                        
                        776774886
                    
                        762676060
                    
                        776774886",https://www.expat-dakar.com/annonce/macbook-air-m1-6235351,Neuf,Apple,Silver,M1,8.0,512.0,450 000 F Cfa
1737993384-11,https://www.expat-dakar.com/ordinateurs?page=99,"MacBook Air m3 2024
                                VenantApple
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        15. déc. '24, 10:06
                                    
                    700 000 F Cfa
                        
                        773683555
                    
                        773683555
                    
                        776829192",https://www.expat-dakar.com/annonce/macbook-air-m3-2024-6235353,Venant,Apple,Bleu,M3,8.0,512.0,700 000 F Cfa
1737993388-12,https://www.expat-dakar.com/ordinateurs?page=99,"HP840 G3 core i5 6th
                                NeufHP
                                                                                    Amitié,
                                                                                Dakar
                                    
                                        15. déc. '24, 10:34
                                    
                    150 000 F Cfa
                        
                        777220605",https://www.expat-dakar.com/annonce/hp840-g3-core-i5-6th-6152748,Neuf,HP,Gris,i5,16.0,512.0,150 000 F Cfa
1737993390-13,https://www.expat-dakar.com/ordinateurs?page=99,"HP Elitebook 860 G10 cor i7 de 13th gen
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        15. déc. '24, 12:26
                                    
                    650 000 F Cfa
                        
                        772241985
                    
                        774836565",https://www.expat-dakar.com/annonce/hp-elitebook-860-g10-cor-i7-de-13th-gen-6177826,Neuf,HP,Alluminium,Intel cor i7 de 13th gen,16.0,512.0,650 000 F Cfa
1737993393-14,https://www.expat-dakar.com/ordinateurs?page=99,"MacBook Pro M3 Pro chip 12‑core CPU, 36GB Ram, 1TB SSD,
                                NeufApple
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        15. déc. '24, 14:22
                                    
                    1 450 000 F Cfa
                        
                        779096699
                    
                        775706666",https://www.expat-dakar.com/annonce/macbook-pro-m3-pro-chip-12core-cpu-36gb-ram-1tb-ssd-6214939,Neuf,Apple,NOIR,M3 PRO,36.0,1024.0,1 450 000 F Cfa
1737993395-15,https://www.expat-dakar.com/ordinateurs?page=99,"HP Laptop 15s Core i5 de 12ème génération
                                NeufHP
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        15. déc. '24, 17:59
                                    
                    280 000 F Cfa
                        
                        780126976
                    
                        778637676",https://www.expat-dakar.com/annonce/hp-laptop-15s-core-i5-de-12eme-generation-6235551,Neuf,HP,Gris,Intel core i5 de 12e génération,8.0,512.0,280 000 F Cfa
1737993398-16,https://www.expat-dakar.com/ordinateurs?page=99,"Hp x360 Ram 16Go ssd 512Go
                                NeufHP
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        15. déc. '24, 18:02
                                    
                    300 000 F Cfa
                        
                        785329088",https://www.expat-dakar.com/annonce/hp-x360-ram-16go-ssd-512go-6235554,Neuf,HP,Blanc,Core i5,16.0,512.0,300 000 F Cfa
1737993400-17,https://www.expat-dakar.com/ordinateurs?page=99,"HP PROBOOK 440 G7 | i5 | 10 GEN
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        15. déc. '24, 23:38
                                    
                                            Vendeur vérifié
                                        
                    225 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000",https://www.expat-dakar.com/annonce/hp-probook-440-g7-i5-10-gen-6045908,Venant,HP,Gris,i5,16.0,512.0,225 000 F Cfa
1737993402-18,https://www.expat-dakar.com/ordinateurs?page=99,"𝗗𝗘𝗟𝗟 𝗟𝗔𝗧𝗜𝗧𝗨𝗗𝗘 𝟱𝟰𝟬𝟬 | 𝗖𝗢𝗥𝗘 𝗜𝟱 | 𝟴𝗚𝗲𝗻 | 𝗧𝗔𝗖𝗧𝗜𝗟𝗘
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        15. déc. '24, 23:44
                                    
                                            Vendeur vérifié
                                        
                    175 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000",https://www.expat-dakar.com/annonce/listing-6172896-6172896,Venant,Dell,Gris,i5,8.0,256.0,175 000 F Cfa
1737993407-19,https://www.expat-dakar.com/ordinateurs?page=98,"Dell latitude e 7410
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        15. déc. '24, 23:51
                                    
                    235 000 F Cfa
                        
                        771758304
                    
                        779774670",https://www.expat-dakar.com/annonce/dell-latitude-e-7410-6235650,Neuf,Dell,Noir,i5,16.0,256.0,235 000 F Cfa
1737993410-20,https://www.expat-dakar.com/ordinateurs?page=98,"MACBOOK PRO RETINA 2015 | i7 | 15''
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        15. déc. '24, 23:57
                                    
                                            Vendeur vérifié
                                        
                    250 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000",https://www.expat-dakar.com/annonce/macbook-pro-retina-2015-i7-15-5873118,Venant,Apple,Gris,i7,16.0,256.0,250 000 F Cfa
1737993412-21,https://www.expat-dakar.com/ordinateurs?page=98,"MACBOOK PRO RETINA 2014 | i5 | 13''
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        15. déc. '24, 23:57
                                    
                                            Vendeur vérifié
                                        
                    200 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000",https://www.expat-dakar.com/annonce/macbook-pro-retina-2014-i5-13-6051066,Venant,Apple,Gris,i5,8.0,128.0,200 000 F Cfa
1737993415-22,https://www.expat-dakar.com/ordinateurs?page=98,"MACBOOK PRO RETINA 2015 | i5 | 13''
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 00:00
                                    
                                            Vendeur vérifié
                                        
                    225 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000",https://www.expat-dakar.com/annonce/macbook-pro-retina-2015-i5-13-6051071,Venant,Apple,Gris,i5,8.0,128.0,225 000 F Cfa
1737993417-23,https://www.expat-dakar.com/ordinateurs?page=98,"Dell latitude e 4370
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 08:17
                                    
                    120 000 F Cfa
                        
                        771758304
                    
                        779774670",https://www.expat-dakar.com/annonce/dell-latitude-e-4370-6235667,Venant,Dell,Noir,i5,8.0,512.0,120 000 F Cfa
1737993420-24,https://www.expat-dakar.com/ordinateurs?page=98,"Dell 7420
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 08:18
                                    
                    235 000 F Cfa
                        
                        771758304
                    
                        779774670",https://www.expat-dakar.com/annonce/dell-7420-6235666,Neuf,Dell,Noir matte,Intel i5,16.0,512.0,235 000 F Cfa
1737993422-25,https://www.expat-dakar.com/ordinateurs?page=98,"Ordinateur Hp Core i5 Promo fin d'année
                                RéconditionnéHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 08:21
                                    
                    149 900 F Cfa
                        
                        778010646
                    
                        762015161",https://www.expat-dakar.com/annonce/ordinateur-hp-core-i5-promo-fin-dannee-6235487,Réconditionné,HP,Noir,Intel core i5,8.0,500.0,149 900 F Cfa
1737993427-26,https://www.expat-dakar.com/ordinateurs?page=98,"HP Envy 17 i7 13th gen 32GB ram 1TB ssd
                                VenantHP
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        7. janv., 09:53
                                    
                    630 000 F Cfa
                        
                        778797310",https://www.expat-dakar.com/annonce/hp-envy-17-i7-13th-gen-32gb-ram-1tb-ssd-6235806,Venant,HP,Grise,Intel Core i7-13th-gen,32.0,1000.0,630 000 F Cfa
1737993430-27,https://www.expat-dakar.com/ordinateurs?page=98,"HP 15-dw0008nl Intel Core i5 8GB ram 500GB ssd
                                VenantHP
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        16. déc. '24, 08:56
                                    
                    160 000 F Cfa
                        
                        778797310",https://www.expat-dakar.com/annonce/hp-15-dw0008nl-intel-core-i5-8gb-ram-500gb-ssd-6235820,Venant,HP,Grise,Intel Core i5,8.0,500.0,160 000 F Cfa
1737993435-28,https://www.expat-dakar.com/ordinateurs?page=97,"Mac book M4Pro 512giga Ram24 14 pouce
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 10:35
                                    
                                            Vendeur vérifié
                                        
                    1 620 000 F Cfa
                        
                        768424949
                    
                        777605183
                    
                        768424949",https://www.expat-dakar.com/annonce/mac-book-m4pro-512giga-ram24-14-pouce-6201845,Neuf,Apple,Blackmagic,M4,24.0,512.0,1 620 000 F Cfa
1737993437-29,https://www.expat-dakar.com/ordinateurs?page=97,"SURFACE PRO 7 INTEL CORE I5
                                VenantMicrosoft Surface
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 10:46
                                    
                    240 000 F Cfa
                        
                        775350110",https://www.expat-dakar.com/annonce/surface-pro-7-intel-core-i5-6235911,Venant,Microsoft Surface,GRIS,I5,8.0,512.0,240 000 F Cfa
1737993440-30,https://www.expat-dakar.com/ordinateurs?page=97,"HP Laptop 15 Core i7 ssd 512 Gb Ram 32 Gb
                                NeufHP
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        16. déc. '24, 10:49
                                    
                    375 000 F Cfa
                        
                        776356194
                    
                        776356194",https://www.expat-dakar.com/annonce/hp-laptop-15-core-i7-ssd-512-gb-ram-32-gb-6231314,Neuf,HP,Gris,I7,32.0,512.0,375 000 F Cfa
1737993442-31,https://www.expat-dakar.com/ordinateurs?page=97,"Mac Book Pro M1
                                VenantApple
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        16. déc. '24, 10:49
                                    
                    450 000 F Cfa
                        
                        776356194
                    
                        776356194",https://www.expat-dakar.com/annonce/mac-book-pro-m1-6225797,Venant,Apple,Gris,M1,8.0,512.0,450 000 F Cfa
1737993444-32,https://www.expat-dakar.com/ordinateurs?page=97,"ASUS TUF Gaming RTX 4070
                                NeufASUS
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        16. déc. '24, 10:55
                                    
                    985 000 F Cfa
                        
                        769454291
                    
                        773742761
                    
                        778557676",https://www.expat-dakar.com/annonce/asus-tuf-gaming-rtx-4070-6229737,Neuf,ASUS,Gris,i7-13620H,16.0,1024.0,985 000 F Cfa
1737993447-33,https://www.expat-dakar.com/ordinateurs?page=97,"Acer aspire 5 I7-11gen/12go/512ssd
                                NeufAcer
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 11:12
                                    
                    400 000 F Cfa
                        
                        775350110",https://www.expat-dakar.com/annonce/acer-aspire-5-i7-11gen12go512ssd-5370941,Neuf,Acer,gris,I7,12.0,512.0,400 000 F Cfa
1737993449-34,https://www.expat-dakar.com/ordinateurs?page=97,"HP Pro Book 460 G11 - Ultra 7 | 16GB RAM | 512
                                NeufHP
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        mercredi, 14:58
                                    
                    650 000 F Cfa
                        
                        779096699
                    
                        775706666",https://www.expat-dakar.com/annonce/hp-pro-book-460-g11-ultra-7-16gb-ram-512-6235984,Neuf,HP,Gris,Ultra 7,16.0,512.0,650 000 F Cfa
1737993452-35,https://www.expat-dakar.com/ordinateurs?page=97,"Promo☄️Hp EliteBook 840 Corei5
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 11:41
                                    
                    150 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/promohp-elitebook-840-corei5-6236018,Neuf,HP,Grise,Corei5,8.0,256.0,150 000 F Cfa
1737993454-36,https://www.expat-dakar.com/ordinateurs?page=97,"HP 15S-FQ0008NIA INTEL DUAL CORE 8GB/512GB SSD 15''
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 11:50
                                    
                                            Vendeur vérifié
                                        
                    210 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096",https://www.expat-dakar.com/annonce/hp-15s-fq0008nia-intel-dual-core-8gb512gb-ssd-15-6236020,Neuf,HP,gris métal,duo core,8.0,512.0,210 000 F Cfa
1737993459-37,https://www.expat-dakar.com/ordinateurs?page=96,"Hp Envy 15 2in1 Corei7 512ssd Ram16
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 12:30
                                    
                    400 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/hp-envy-15-2in1-corei7-512ssd-ram16-6236076,Neuf,HP,Gris,Corei7,16.0,512.0,400 000 F Cfa
1737993462-38,https://www.expat-dakar.com/ordinateurs?page=96,"Surface laptop 4
                                VenantMicrosoft Surface
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. déc. '24, 23:18
                                    
                    300 000 F Cfa
                        
                        781459921
                    
                        781459921",https://www.expat-dakar.com/annonce/surface-laptop-4-6233050,Venant,Microsoft Surface,Gris,AMD RYZEN 5 pro,16.0,512.0,300 000 F Cfa
1737993464-39,https://www.expat-dakar.com/ordinateurs?page=96,"𝗗𝗘𝗟𝗟 𝗟𝗔𝗧𝗜𝗧𝗨𝗗𝗘 𝟯𝟱𝟴𝟬 | 𝗶𝟱 | 7th
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 17:20
                                    
                                            Vendeur vérifié
                                        
                    150 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000",https://www.expat-dakar.com/annonce/7th-6236318,Venant,Dell,Gris,i5,8.0,256.0,150 000 F Cfa
1737993467-40,https://www.expat-dakar.com/ordinateurs?page=96,"Promo Lenovo X395 Ryzen 7 3700U
                                VenantLenovo
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        16. déc. '24, 18:05
                                    
                    195 000 F Cfa
                        
                        771510586",https://www.expat-dakar.com/annonce/promo-lenovo-x395-ryzen-7-3700u-6236335,Venant,Lenovo,Noir,Ryzen 7,16.0,256.0,195 000 F Cfa
1737993469-41,https://www.expat-dakar.com/ordinateurs?page=96,"𝗟𝗘𝗡𝗢𝗩𝗢 𝗧𝗛𝗜𝗡𝗞𝗣𝗔𝗗 𝗧𝟰𝟲𝟬 | 𝗜𝟱
                                VenantLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        16. déc. '24, 18:25
                                    
                                            Vendeur vérifié
                                        
                    125 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000",https://www.expat-dakar.com/annonce/listing-6236340-6236340,Venant,Lenovo,Gris,i5,8.0,256.0,125 000 F Cfa
1737993472-42,https://www.expat-dakar.com/ordinateurs?page=96,"Microsoft Surface Pro 11 X Élite 16/1To
                                NeufMicrosoft Surface
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 01:56
                                    
                    1 150 000 F Cfa
                        
                        779886060",https://www.expat-dakar.com/annonce/microsoft-surface-pro-11-x-elite-161to-6236453,Neuf,Microsoft Surface,Noir,Snapdragon X Élite,16.0,1024.0,1 150 000 F Cfa
1737993474-43,https://www.expat-dakar.com/ordinateurs?page=96,"MacBook Pro M3 Pro 2023 14“ Pouces
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        samedi, 01:50
                                    
                    1 350 000 F Cfa
                        
                        784459510
                    
                        338421058",https://www.expat-dakar.com/annonce/macbook-pro-m3-pro-2023-14-pouces-6236454,Neuf,Apple,Space black,M3,18.0,512.0,1 350 000 F Cfa
1737993476-44,https://www.expat-dakar.com/ordinateurs?page=96,"DELL PRÉCISION 7560 2021
                                NeufDell
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        17. déc. '24, 10:16
                                    
                    600 000 F Cfa
                        
                        784043388",https://www.expat-dakar.com/annonce/dell-precision-7560-2021-6226088,Neuf,Dell,Gris,i5,32.0,512.0,600 000 F Cfa
1737993479-45,https://www.expat-dakar.com/ordinateurs?page=96,"LONOVO THINKPAD L14 GEN 4 2023
                                NeufLenovo
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        17. déc. '24, 10:16
                                    
                    375 000 F Cfa
                        
                        784043388",https://www.expat-dakar.com/annonce/lonovo-thinkpad-l14-gen-4-2023-6226125,Neuf,Lenovo,Gris,i5,16.0,512.0,375 000 F Cfa
1737993483-46,https://www.expat-dakar.com/ordinateurs?page=95,"HP core i7 7th disc ssd 256g ram 8g
                                VenantHP
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        17. déc. '24, 11:37
                                    
                    105 000 F Cfa
                        
                        776661568",https://www.expat-dakar.com/annonce/hp-core-i7-7th-disc-ssd-256g-ram-8g-6236891,Venant,HP,Gris,i5,16.0,512.0,105 000 F Cfa
1737993486-47,https://www.expat-dakar.com/ordinateurs?page=95,"MacBook Air M3 2024
                                VenantApple
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        17. déc. '24, 12:37
                                    
                    650 000 F Cfa
                        
                        776026565",https://www.expat-dakar.com/annonce/macbook-air-m3-2024-6236951,Venant,Apple,Midnight,M3,8.0,256.0,650 000 F Cfa
1737993488-48,https://www.expat-dakar.com/ordinateurs?page=95,"Ecran ordinateur HP 27fw – 27 pouces
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        17. déc. '24, 13:46
                                    
                    150 000 F Cfa
                        
                        785224848
                    
                        779871010",https://www.expat-dakar.com/annonce/ecran-ordinateur-hp-27fw-27-pouces-6100658,Neuf,HP,Gris,i5,16.0,512.0,150 000 F Cfa
1737993491-49,https://www.expat-dakar.com/ordinateurs?page=95,"Del xsp 13 plus 12th 4k tactile 1to
                                NeufDell
                                                                                    Derkle,
                                                                                Dakar
                                    
                                        17. déc. '24, 16:34
                                    
                    600 000 F Cfa
                        
                        779077949
                    
                        769455248",https://www.expat-dakar.com/annonce/del-xsp-13-plus-12th-4k-tactile-1to-6221048,Neuf,Dell,Noir,Core i7,16.0,1024.0,600 000 F Cfa
1737993493-50,https://www.expat-dakar.com/ordinateurs?page=95,"Dell latitude 7300
                                VenantDell
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 16:35
                                    
                    140 000 F Cfa
                        
                        775102924
                    
                        774736944
                    
                        771425456",https://www.expat-dakar.com/annonce/dell-latitude-7300-6231146,Venant,Dell,Gris,Core i5,8.0,512.0,140 000 F Cfa
1737993495-51,https://www.expat-dakar.com/ordinateurs?page=95,"Hp Elitebook 840 G5 * 8ème génération
                                NeufHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        18. déc. '24, 09:49
                                    
                    185 000 F Cfa
                        
                        705635943",https://www.expat-dakar.com/annonce/hp-elitebook-840-g5-8eme-generation-6237209,Neuf,HP,Gris,i5,8.0,512.0,185 000 F Cfa
1737993498-52,https://www.expat-dakar.com/ordinateurs?page=95,"Hp 250 13e génération
                                VenantHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 18:26
                                    
                    180 000 F Cfa
                        
                        775102924
                    
                        774736944
                    
                        771425456",https://www.expat-dakar.com/annonce/hp-250-13e-generation-6237239,Venant,HP,Gris,Core i5,8.0,256.0,180 000 F Cfa
1737993500-53,https://www.expat-dakar.com/ordinateurs?page=95,"Lenovo L14 Gen 4   i7 13th gen / 64GB / 512 ssd
                                NeufLenovo
                                                                                    Zone de captage,
                                                                                Dakar
                                    
                                        17. déc. '24, 20:27
                                    
                    750 000 F Cfa
                        
                        776774886
                    
                        762676060
                    
                        776774886",https://www.expat-dakar.com/annonce/lenovo-l14-gen-4-i7-13th-gen-64gb-512-ssd-6237289,Neuf,Lenovo,Niore,Core i7 13th gen,64.0,512.0,750 000 F Cfa
1737993503-54,https://www.expat-dakar.com/ordinateurs?page=95,"HP ELITE X2 / CORE m5
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        18. déc. '24, 06:32
                                    
                                            Vendeur vérifié
                                        
                    115 000 F Cfa
                        
                        778254000
                    
                        777779191
                    
                        338221257",https://www.expat-dakar.com/annonce/hp-elite-x2-core-m5-6229781,Venant,HP,GRIS,CORE m5,8.0,128.0,115 000 F Cfa
1737993508-55,https://www.expat-dakar.com/ordinateurs?page=94,"Lenovo IdeaPad 15
                                D'occasionLenovo
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        18. déc. '24, 08:24
                                    
                    120 000 F Cfa
                        
                        778572929
                    
                        708318141
                    
                        778107380",https://www.expat-dakar.com/annonce/lenovo-ideapad-15-6237373,D'occasion,Lenovo,Grise,Core i3,8.0,512.0,120 000 F Cfa
1737993510-56,https://www.expat-dakar.com/ordinateurs?page=94,"Asus VivoBook 15
                                NeufASUS
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        18. déc. '24, 08:24
                                    
                    320 000 F Cfa
                        
                        778572929
                    
                        708318141
                    
                        778107380",https://www.expat-dakar.com/annonce/asus-vivobook-15-6237372,Neuf,ASUS,Grise,i7,16.0,512.0,320 000 F Cfa
1737993512-57,https://www.expat-dakar.com/ordinateurs?page=94,"HP Laptop 15
                                D'occasionHP
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        18. déc. '24, 08:24
                                    
                    300 000 F Cfa
                        
                        778572929
                    
                        708318141
                    
                        778107380",https://www.expat-dakar.com/annonce/hp-laptop-15-6237371,D'occasion,HP,Grise,i5 13em,16.0,512.0,300 000 F Cfa
1737993515-58,https://www.expat-dakar.com/ordinateurs?page=94,"Dell core i5 disc ssd 128g ram 8g
                                VenantDell
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        18. déc. '24, 11:55
                                    
                    55 000 F Cfa
                        
                        776661568",https://www.expat-dakar.com/annonce/dell-core-i5-disc-ssd-128g-ram-8g-6237797,Venant,Dell,Gris,i5,16.0,512.0,55 000 F Cfa
1737993517-59,https://www.expat-dakar.com/ordinateurs?page=94,"Promo☄️Hp EliteBook 840 Corei5 Ram8 256ssd
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        18. déc. '24, 11:58
                                    
                    150 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/promohp-elitebook-840-corei5-ram8-256ssd-6237800,Neuf,HP,Grise,Corei5,8.0,256.0,150 000 F Cfa
1737993519-60,https://www.expat-dakar.com/ordinateurs?page=94,"Lenovo X1 Carbon Gen11 i7/1To/32 13Th Gen
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        18. déc. '24, 12:02
                                    
                    750 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/lenovo-x1-carbon-gen11-i71to32-13th-gen-6237803,Neuf,Lenovo,Noire,Corei7,32.0,1024.0,750 000 F Cfa
